CPY mechanism
ternary_tree, loaded 206849 words in 0.186323 sec
0, 0.031878, 0.999, 0.998
1, 0.032965, 0.998, 0.998
2, 0.032779, 0.999, 0.999
3, 0.046071, 0.999, 0.999
4, 0.033509, 0.999, 0.999
5, 0.033129, 0.999, 0.999
6, 0.033000, 0.999, 0.999
7, 0.032738, 0.999, 0.999
8, 0.032802, 0.999, 0.999
9, 0.032626, 0.999, 0.998
10, 0.033692, 0.999, 0.999
11, 0.032984, 0.999, 0.999
12, 0.034001, 0.999, 0.999
13, 0.033140, 0.999, 0.999
14, 0.037682, 0.999, 0.999
15, 0.033882, 0.999, 0.999
16, 0.038882, 0.999, 0.999
17, 0.034521, 0.999, 0.999
18, 0.033666, 0.999, 0.999
19, 0.042536, 0.999, 0.999
20, 0.035715, 0.999, 0.999
21, 0.033634, 0.999, 0.999
22, 0.035400, 0.999, 0.998
23, 0.034759, 0.999, 0.999
24, 0.034554, 0.999, 0.999
25, 0.057686, 0.999, 0.999
26, 0.065744, 0.999, 0.999
27, 0.059457, 0.999, 0.999
28, 0.039463, 0.999, 0.998
29, 0.036525, 0.999, 0.999
30, 0.034192, 0.999, 0.998
31, 0.035174, 0.999, 0.999
32, 0.037849, 0.999, 0.999
33, 0.037856, 0.999, 0.998
34, 0.039762, 0.999, 0.999
35, 0.053824, 0.999, 0.998
36, 0.037575, 0.999, 0.999
37, 0.038453, 0.999, 0.999
38, 0.038538, 0.999, 0.998
39, 0.037783, 0.999, 0.999
40, 0.036236, 0.999, 0.999
41, 0.033560, 0.999, 0.999
42, 0.035269, 0.999, 0.999
43, 0.045915, 0.999, 0.999
44, 0.035168, 0.999, 0.999
45, 0.033493, 0.999, 0.999
46, 0.033185, 0.999, 0.999
47, 0.034520, 0.999, 0.999
48, 0.032574, 0.999, 0.999
49, 0.033337, 0.999, 0.999
50, 0.034035, 0.999, 0.999
51, 0.032891, 0.999, 0.999
52, 0.044815, 0.999, 0.999
53, 0.066355, 0.999, 0.999
54, 0.035067, 0.999, 0.999
55, 0.045974, 0.999, 0.999
56, 0.045846, 0.999, 0.998
57, 0.033224, 0.999, 0.999
58, 0.033858, 0.999, 0.999
59, 0.033079, 0.999, 0.999
60, 0.033026, 0.999, 0.999
61, 0.033948, 0.999, 0.999
62, 0.032861, 0.999, 0.999
63, 0.033257, 0.999, 0.999
64, 0.033209, 0.999, 0.999
65, 0.033454, 0.999, 0.999
66, 0.033216, 0.999, 0.999
67, 0.033553, 0.999, 0.999
68, 0.033430, 0.999, 0.999
69, 0.032703, 0.999, 0.999
70, 0.033034, 0.999, 0.999
71, 0.033290, 0.999, 0.999
72, 0.032837, 0.999, 0.999
73, 0.032519, 0.999, 0.999
74, 0.034529, 0.999, 0.998
75, 0.033169, 0.999, 0.998
76, 0.033240, 0.999, 0.998
77, 0.045512, 0.999, 0.999
78, 0.040114, 0.999, 0.999
79, 0.049993, 0.999, 0.999
80, 0.035176, 0.999, 0.999
81, 0.033905, 0.999, 0.999
82, 0.035958, 0.999, 0.998
83, 0.064076, 0.999, 0.999
84, 0.036839, 0.999, 0.999
85, 0.035975, 0.999, 0.998
86, 0.034542, 0.999, 0.999
87, 0.062112, 0.999, 0.999
88, 0.033785, 0.999, 0.998
89, 0.032974, 0.999, 0.999
90, 0.032773, 0.999, 0.999
91, 0.033638, 0.999, 0.999
92, 0.032814, 0.999, 0.999
93, 0.033163, 0.999, 0.999
94, 0.033250, 0.999, 0.998
95, 0.034712, 0.999, 0.999
96, 0.032940, 0.999, 0.998
97, 0.033835, 0.999, 0.999
98, 0.033237, 0.999, 0.998
99, 0.032837, 0.999, 0.999
